	GSM1194697	GSM1194698	GSM1194699
ENSG00000143891	112	134	78
ENSG00000141012	119	162	89
ENSG00000141429	1338	1849	533
ENSG00000164574	368	535	89
ENSG00000178234	371	262	104
ENSG00000119514	32	122	19
ENSG00000144278	34	3	6
ENSG00000158089	25	7	23
ENSG00000131386	20	27	33
ENSG00000100626	77	52	47
ENSG00000110328	85	79	102
ENSG00000143641	669	565	240
ENSG00000115339	1468	2346	790
ENSG00000257594	278	234	157
ENSG00000136542	1401	1333	378
ENSG00000139629	1357	1218	955
ENSG00000109586	1758	2446	786
ENSG00000130035	4	50	1
ENSG00000288490	34	16	1
ENSG00000106648	0	0	0
ENSG00000174473	21	2	1
ENSG00000197487	0	0	0
ENSG00000166573	104	156	79
ENSG00000182687	5	0	0
ENSG00000128310	0	0	0
ENSG00000213930	104	112	14
ENSG00000130005	32	46	10
ENSG00000231910	0	0	0
ENSG00000261609	540	698	663
ENSG00000089597	1221	1807	585
ENSG00000214013	255	1389	281
ENSG00000172020	0	0	1
ENSG00000111640	23471	41949	9333
ENSG00000228232	18	15	4
ENSG00000236056	1	1	1
ENSG00000214563	0	0	0
ENSG00000225502	0	0	0
ENSG00000229551	0	0	0
ENSG00000234529	0	0	0
ENSG00000236811	8	16	3
ENSG00000224333	1	5	1
ENSG00000236993	2	8	0
ENSG00000234005	0	1	0
ENSG00000235595	4	1	0
ENSG00000185221	0	0	0
ENSG00000213594	0	0	0
ENSG00000282008	0	0	0
ENSG00000239873	0	1	1
ENSG00000213449	0	1	0
ENSG00000178596	1	0	0
ENSG00000235868	2	1	0
ENSG00000226443	0	0	0
ENSG00000240244	10	0	3
ENSG00000235306	0	0	0
ENSG00000213158	0	0	0
ENSG00000231907	0	3	0
ENSG00000249210	4	7	0
ENSG00000239207	6	2	1
ENSG00000248626	47	31	13
ENSG00000277172	0	0	0
ENSG00000219881	0	0	0
ENSG00000213352	11	2	3
ENSG00000228312	0	0	0
ENSG00000224678	0	1	0
ENSG00000243033	0	0	0
ENSG00000232718	0	0	0
ENSG00000234285	15	0	7
ENSG00000241861	0	0	0
ENSG00000236973	0	0	0
ENSG00000235076	0	0	0
ENSG00000234069	0	0	0
ENSG00000226769	1	1	0
ENSG00000224055	0	7	0
ENSG00000249018	0	0	0
ENSG00000236167	0	0	0
ENSG00000229570	2	1	2
ENSG00000231739	0	13	9
ENSG00000248180	90	18	0
ENSG00000248415	3	8	0
ENSG00000251013	0	2	0
ENSG00000218582	4	11	1
ENSG00000231072	2	3	4
ENSG00000235587	20	31	8
ENSG00000250933	0	2	0
ENSG00000219930	2	4	1
ENSG00000233876	1	6	2
ENSG00000223460	3	2	0
ENSG00000249489	4	3	2
ENSG00000213376	2	2	0
ENSG00000216624	41	43	4
ENSG00000226540	1	2	1
ENSG00000232780	0	0	0
ENSG00000226196	0	0	0
ENSG00000249840	0	0	1
ENSG00000105679	0	0	0
ENSG00000175857	79	0	3
ENSG00000165219	907	864	532
ENSG00000109534	15	69	32
ENSG00000141441	1596	2372	643
ENSG00000157833	57	74	56
ENSG00000136895	90	185	34
ENSG00000262473	459	564	254
ENSG00000180447	10	1	6
ENSG00000148935	4	0	0
ENSG00000185340	44	19	10
ENSG00000229511	0	0	0
ENSG00000228376	0	0	0
ENSG00000270765	0	0	0
ENSG00000139354	48	64	21
ENSG00000183087	1	11	9
ENSG00000007237	150	24	34
ENSG00000141013	29	34	160
ENSG00000184502	0	0	0
ENSG00000102145	0	0	0
ENSG00000179348	4	1	97
ENSG00000107485	345	288	62
ENSG00000285109	0	0	0
ENSG00000130700	0	0	0
ENSG00000141448	47	70	85
ENSG00000157259	878	934	404
ENSG00000167491	550	526	209
ENSG00000261992	894	602	476
ENSG00000059691	203	20	60
ENSG00000257218	1156	647	1168
ENSG00000171766	59	5	6
ENSG00000262446	969	570	485
ENSG00000070610	419	356	141
ENSG00000249948	6	0	0
ENSG00000160766	40	106	4
ENSG00000114480	105	213	53
ENSG00000107862	658	1233	805
ENSG00000148288	6	8	12
ENSG00000117228	566	1350	432
ENSG00000225492	97	90	50
ENSG00000162645	338	1092	330
ENSG00000117226	499	337	261
ENSG00000162654	557	289	414
ENSG00000154451	366	1246	979
ENSG00000183347	307	427	226
ENSG00000213512	19	0	55
ENSG00000164900	0	0	0
ENSG00000168505	0	0	0
ENSG00000145321	0	0	0
ENSG00000115271	182	99	137
ENSG00000100116	31	18	24
ENSG00000179562	103	62	52
ENSG00000135968	1519	1092	1110
ENSG00000105607	30	36	24
ENSG00000005436	327	309	310
ENSG00000115263	0	0	0
ENSG00000288269	5	0	0
ENSG00000131979	376	483	422
ENSG00000137880	138	85	43
ENSG00000106633	1	9	0
ENSG00000084734	3	9	3
ENSG00000001084	1371	1233	802
ENSG00000023909	1061	1168	326
ENSG00000137270	35	41	22
ENSG00000124827	0	0	0
ENSG00000089154	930	1827	256
ENSG00000187210	402	434	210
ENSG00000236474	2	0	0
ENSG00000249206	0	0	0
ENSG00000231047	31	5	5
ENSG00000219653	0	0	0
ENSG00000237620	0	0	0
ENSG00000285222	885	947	890
ENSG00000140297	470	297	164
ENSG00000176928	88	37	5
ENSG00000124091	136	408	71
ENSG00000137878	12	0	1
ENSG00000227725	0	0	0
ENSG00000284925	205	184	60
ENSG00000169224	47	9	22
ENSG00000140905	112	120	87
ENSG00000248651	1	0	0
ENSG00000259525	0	0	0
ENSG00000283168	0	0	0
ENSG00000256171	0	0	0
ENSG00000224837	32	0	0
ENSG00000119125	328	246	376
ENSG00000104381	148	202	34
ENSG00000124194	3	0	0
ENSG00000196505	550	518	366
ENSG00000006007	1220	1059	726
ENSG00000130283	0	0	0
ENSG00000266524	0	0	0
ENSG00000135414	386	105	104
ENSG00000130513	944	1284	287
ENSG00000263761	0	0	0
ENSG00000184344	0	0	0
ENSG00000125965	5	0	0
ENSG00000156466	4	5	2
ENSG00000143869	7	2	14
ENSG00000164404	2	17	10
ENSG00000203879	564	300	272
ENSG00000057608	3030	2608	983
ENSG00000229165	1	0	0
ENSG00000233994	0	1	2
ENSG00000168621	272	52	371
ENSG00000153982	146	13	48
ENSG00000130055	10	1	1
ENSG00000102886	7	1	0
ENSG00000178795	7	3	1
ENSG00000158555	95	2	20
ENSG00000183208	580	458	523
ENSG00000164949	30	217	133
ENSG00000092208	142	117	142
ENSG00000262767	0	0	0
ENSG00000235339	0	0	0
ENSG00000179409	192	150	181
ENSG00000082516	235	166	81
ENSG00000152147	562	267	310
ENSG00000142252	356	286	119
ENSG00000046647	156	102	26
ENSG00000260451	0	0	0
ENSG00000223772	0	0	0
ENSG00000228175	0	0	0
ENSG00000178295	394	283	335
ENSG00000239857	238	367	234
ENSG00000131095	24	7	32
ENSG00000127554	43	112	17
ENSG00000162676	1	89	0
ENSG00000165702	105	34	36
ENSG00000168827	738	451	311
ENSG00000164347	394	347	108
ENSG00000145990	206	372	120
ENSG00000141098	312	283	735
ENSG00000198380	2036	1789	941
ENSG00000131459	17	0	0
ENSG00000151892	0	0	0
ENSG00000168546	0	0	0
ENSG00000146013	9	0	0
ENSG00000125861	0	0	0
ENSG00000187871	13	11	5
ENSG00000261949	0	0	0
ENSG00000100083	306	527	105
ENSG00000103365	516	1227	360
ENSG00000125447	1177	1289	420
ENSG00000134864	27	2	1
ENSG00000006625	160	323	104
ENSG00000115486	693	1139	598
ENSG00000137563	58	52	5
ENSG00000179168	0	0	0
ENSG00000204188	21	24	6
ENSG00000275099	264	342	442
ENSG00000152904	236	353	67
ENSG00000100031	18	52	110
ENSG00000133475	0	0	0
ENSG00000197421	5	0	12
ENSG00000281616	0	0	0
ENSG00000099998	109	139	46
ENSG00000167741	354	267	246
ENSG00000131067	195	23	5
ENSG00000236969	0	0	0
ENSG00000237766	0	0	0
ENSG00000149435	4	0	0
ENSG00000100121	0	0	0
ENSG00000274252	6	0	14
ENSG00000230712	0	0	0
ENSG00000276160	0	0	0
ENSG00000259384	0	0	0
ENSG00000136487	0	0	0
ENSG00000167925	12	57	89
ENSG00000165678	622	518	182
ENSG00000112964	80	225	50
ENSG00000118702	0	0	0
ENSG00000106128	0	0	0
ENSG00000157017	27	0	0
ENSG00000121853	0	0	0
ENSG00000141034	146	213	77
ENSG00000101193	1107	1537	885
ENSG00000146830	164	93	54
ENSG00000204120	1002	822	863
ENSG00000213203	9	14	8
ENSG00000281887	0	0	0
ENSG00000106560	55	35	90
ENSG00000177590	0	0	0
ENSG00000133574	114	31	20
ENSG00000196329	1	0	18
ENSG00000133561	8	0	9
ENSG00000179144	2	0	0
ENSG00000171115	96	4	0
ENSG00000250298	0	0	0
ENSG00000145723	82	61	30
ENSG00000055211	413	535	277
ENSG00000101003	171	239	177
ENSG00000131153	120	115	57
ENSG00000181938	127	92	77
ENSG00000147536	128	311	91
ENSG00000159224	1	0	0
ENSG00000123159	372	241	82
ENSG00000137960	4	0	0
ENSG00000179855	0	0	0
ENSG00000010310	99	34	55
ENSG00000108262	271	80	33
ENSG00000139436	724	701	406
ENSG00000152661	341	865	749
ENSG00000288435	0	0	0
ENSG00000176857	0	60	0
ENSG00000121743	0	1	0
ENSG00000187513	0	0	0
ENSG00000265107	7	0	0
ENSG00000236187	0	0	0
ENSG00000121634	0	0	0
ENSG00000131233	43	11	0
ENSG00000169562	0	0	0
ENSG00000165474	474	1011	571
ENSG00000188910	1054	894	449
ENSG00000189433	90	56	9
ENSG00000189280	512	304	66
ENSG00000121742	92	533	157
ENSG00000164411	13	7	19
ENSG00000182963	389	309	203
ENSG00000198835	2	0	0
ENSG00000176402	0	0	0
ENSG00000159248	2	4	7
ENSG00000183153	8	0	0
ENSG00000177291	14	12	19
ENSG00000203733	0	0	0
ENSG00000198814	225	638	102
ENSG00000196475	0	0	0
ENSG00000175066	2015	1648	1372
ENSG00000165113	20	0	3
ENSG00000169605	0	0	0
ENSG00000183607	0	0	0
ENSG00000283586	0	0	0
ENSG00000102393	104	197	2
ENSG00000170266	531	324	213
ENSG00000163521	78	61	28
ENSG00000149328	130	5	23
ENSG00000166105	220	170	150
ENSG00000106415	405	153	249
ENSG00000138604	527	845	627
ENSG00000178445	1	0	0
ENSG00000248590	0	0	0
ENSG00000186417	13	16	12
ENSG00000119392	186	184	5
ENSG00000090863	1901	1875	1300
ENSG00000111087	0	0	0
ENSG00000074047	4	2	6
ENSG00000106571	302	1164	515
ENSG00000250571	4	6	1
ENSG00000139278	196	359	182
ENSG00000173401	16	0	2
ENSG00000180481	39	65	36
ENSG00000122694	190	227	169
ENSG00000174332	0	0	0
ENSG00000274636	491	108	290
ENSG00000107249	867	536	389
ENSG00000174842	169	139	84
ENSG00000198715	498	273	1386
ENSG00000124767	463	537	197
ENSG00000167699	637	479	301
ENSG00000171433	10	0	0
ENSG00000112164	0	0	0
ENSG00000065325	0	19	0
ENSG00000145888	8	1	3
ENSG00000101958	0	0	0
ENSG00000145451	25	96	141
ENSG00000188828	0	0	0
ENSG00000109738	0	0	0
ENSG00000173221	891	937	395
ENSG00000023572	11	18	0
ENSG00000108010	615	589	466
ENSG00000216657	2	0	26
ENSG00000182512	288	484	142
ENSG00000118990	0	0	0
ENSG00000115419	668	1779	922
ENSG00000135423	5	0	4
ENSG00000151948	12	1	3
ENSG00000204007	0	0	0
ENSG00000016864	244	478	114
ENSG00000120820	43	103	5
ENSG00000139433	1544	2393	789
ENSG00000182327	0	1	0
ENSG00000255138	0	0	0
ENSG00000148672	3643	4368	1122
ENSG00000250959	20	17	24
ENSG00000267486	0	0	0
ENSG00000234349	0	0	0
ENSG00000288118	6	3	2
ENSG00000135821	3972	4637	2304
ENSG00000254572	3	1	0
ENSG00000178723	0	0	4
ENSG00000257915	1	11	0
ENSG00000215043	0	0	0
ENSG00000149124	9	0	0
ENSG00000166840	1	0	0
ENSG00000255189	0	0	0
ENSG00000254717	0	0	0
ENSG00000254399	0	0	0
ENSG00000156689	3	4	8
ENSG00000203972	0	0	0
ENSG00000257780	0	0	0
ENSG00000168237	17	26	1
ENSG00000140632	892	1286	666
ENSG00000196743	2202	2812	1184
ENSG00000241695	0	0	0
ENSG00000239428	0	0	0
ENSG00000087338	453	918	116
ENSG00000271070	0	0	0
ENSG00000112699	196	112	118
ENSG00000162419	900	337	159
ENSG00000101216	19	4	6
ENSG00000197045	1059	1532	1051
ENSG00000243495	0	0	0
ENSG00000130755	38	71	22
ENSG00000089639	58	230	73
ENSG00000104499	0	0	0
ENSG00000205835	59	0	14
ENSG00000112312	87	60	23
ENSG00000144591	217	222	66
ENSG00000173540	168	275	95
ENSG00000137198	2	2	9
ENSG00000284752	392	80	37
ENSG00000163655	1232	2050	564
ENSG00000250471	0	879	0
ENSG00000088256	284	126	137
ENSG00000146535	353	781	283
ENSG00000120063	1946	1482	1078
ENSG00000156049	5	11	9
ENSG00000060558	191	563	15
ENSG00000127955	1058	776	384
ENSG00000114353	792	711	490
ENSG00000255749	0	0	0
ENSG00000231957	0	0	0
ENSG00000065135	1414	2388	1102
ENSG00000141404	116	76	68
ENSG00000087258	7	0	0
ENSG00000156052	1384	1342	558
ENSG00000214077	0	0	0
ENSG00000087460	12116	17323	9422
ENSG00000114349	1	0	0
ENSG00000134183	0	0	0
ENSG00000214415	0	5	0
ENSG00000128266	3	0	1
ENSG00000078369	3579	4735	2296
ENSG00000185838	52	5	53
ENSG00000172354	461	608	127
ENSG00000111664	0	1	0
ENSG00000114450	351	349	264
ENSG00000069966	467	477	236
ENSG00000159921	2932	3276	1010
ENSG00000242616	713	906	296
ENSG00000234016	0	0	0
ENSG00000127920	0	0	0
ENSG00000172380	1261	1787	572
ENSG00000127588	5	0	0
ENSG00000186469	59	4	85
ENSG00000162188	4	0	0
ENSG00000282972	118	114	40
ENSG00000174021	915	2161	479
ENSG00000280557	0	0	0
ENSG00000133136	0	0	0
ENSG00000254949	0	0	0
ENSG00000234590	0	0	0
ENSG00000176533	29	27	68
ENSG00000167414	0	0	0
ENSG00000127928	76	84	10
ENSG00000167083	12	0	0
ENSG00000229470	163	231	81
ENSG00000134697	682	1385	361
ENSG00000223893	0	0	0
ENSG00000163938	398	734	213
ENSG00000130119	112	216	204
ENSG00000215032	0	0	0
ENSG00000115523	4	24	6
ENSG00000124713	0	0	0
ENSG00000116906	520	475	157
ENSG00000259844	0	0	0
ENSG00000113552	169	101	107
ENSG00000163281	130	104	27
ENSG00000100522	412	534	391
ENSG00000111670	2058	1215	995
ENSG00000090581	257	618	169
ENSG00000147437	18	0	0
ENSG00000125787	0	0	0
ENSG00000109163	25	15	0
ENSG00000211451	561	437	270
ENSG00000259169	0	0	0
ENSG00000135677	3124	2406	1514
ENSG00000136935	319	460	91
ENSG00000167110	255	316	113
ENSG00000205333	0	0	0
ENSG00000282183	61	0	0
ENSG00000260062	6	5	7
ENSG00000239533	0	0	0
ENSG00000172297	0	0	0
ENSG00000229608	0	0	0
ENSG00000238105	240	343	129
ENSG00000241621	0	0	0
ENSG00000225151	369	786	151
ENSG00000214433	0	0	0
ENSG00000269332	3	3	1
ENSG00000090615	568	570	352
ENSG00000144674	1353	1264	902
ENSG00000066455	1203	2014	477
ENSG00000251215	70	95	3
ENSG00000159289	0	0	0
ENSG00000215186	0	0	0
ENSG00000167195	0	0	0
ENSG00000140478	0	0	0
ENSG00000278247	0	51	0
ENSG00000274166	0	44	10
ENSG00000223698	0	0	0
ENSG00000197092	0	0	0
ENSG00000282209	0	0	0
ENSG00000288517	0	0	0
ENSG00000274404	37	13	20
ENSG00000188388	0	0	0
ENSG00000184206	107	217	108
ENSG00000230373	24	0	0
ENSG00000277322	0	0	7
ENSG00000274320	191	234	106
ENSG00000147533	942	630	451
ENSG00000155265	14	1	0
ENSG00000175265	305	594	271
ENSG00000215252	587	235	724
ENSG00000181984	0	0	7
ENSG00000278070	0	0	0
ENSG00000278429	0	0	0
ENSG00000276896	13	0	7
ENSG00000273651	35	54	3
ENSG00000261794	0	0	0
ENSG00000281356	2	0	2
ENSG00000278119	41	28	5
ENSG00000249931	0	0	0
ENSG00000278186	2	0	1
ENSG00000283589	109	32	8
ENSG00000206127	0	0	0
ENSG00000282773	0	0	0
ENSG00000186399	73	43	38
ENSG00000261739	0	11	9
ENSG00000284076	0	0	0
ENSG00000103832	0	0	0
ENSG00000259236	0	0	0
ENSG00000173230	3511	4500	2197
ENSG00000173905	158	200	244
ENSG00000135052	1355	1152	186
ENSG00000113384	2276	1447	609
ENSG00000143457	1665	1531	671
ENSG00000174567	13	3	0
ENSG00000111711	338	215	136
ENSG00000116580	1295	1851	3088
ENSG00000047932	360	393	267
ENSG00000120370	126	186	35
ENSG00000114745	53	455	77
ENSG00000115806	1526	1108	1588
ENSG00000108587	872	819	906
ENSG00000108433	191	248	76
ENSG00000120053	460	141	257
ENSG00000169154	0	0	0
ENSG00000125166	609	621	264
ENSG00000231900	0	0	0
ENSG00000230849	0	6	1
ENSG00000233719	4	0	0
ENSG00000233634	0	0	0
ENSG00000185245	1	0	0
ENSG00000203618	0	194	36
ENSG00000169347	27	48	26
ENSG00000178732	9	1	3
ENSG00000276065	42	0	28
ENSG00000169704	0	0	0
ENSG00000143167	0	0	0
ENSG00000197858	129	264	69
ENSG00000240069	0	0	0
ENSG00000230596	112	53	38
ENSG00000133114	403	262	160
ENSG00000119927	81	300	593
ENSG00000223932	75	121	46
ENSG00000186281	2	7	4
ENSG00000138678	53	17	0
ENSG00000158669	619	601	266
ENSG00000076650	190	90	130
ENSG00000152133	129	85	81
ENSG00000092978	437	554	317
ENSG00000089916	1669	1742	1324
ENSG00000198746	23	85	3
ENSG00000160818	99	128	13
ENSG00000186566	719	692	371
ENSG00000179921	0	0	0
ENSG00000062194	740	1343	589
ENSG00000159592	3054	2358	958
ENSG00000063660	662	1312	732
ENSG00000213420	31	42	38
ENSG00000147257	80	20	117
ENSG00000076716	512	412	397
ENSG00000179399	0	0	0
ENSG00000183098	0	2	0
ENSG00000125772	956	1768	897
ENSG00000167588	0	0	3
ENSG00000152642	575	476	136
ENSG00000115159	1867	1641	944
ENSG00000164850	0	0	1
ENSG00000149735	0	0	0
ENSG00000179600	0	0	0
ENSG00000171723	121	40	26
ENSG00000282019	1173	980	479
ENSG00000277494	0	0	0
ENSG00000068394	89	133	121
ENSG00000112293	40	17	20
ENSG00000150625	585	638	738
ENSG00000046653	77	295	164
ENSG00000230458	0	0	0
ENSG00000236429	0	0	0
ENSG00000234121	0	0	0
ENSG00000198522	492	1949	217
ENSG00000142751	367	364	466
ENSG00000111231	187	47	6
ENSG00000227465	0	0	0
ENSG00000136235	2929	3012	4221
ENSG00000283448	26	52	2
ENSG00000165370	0	0	0
ENSG00000148358	331	315	250
ENSG00000125734	838	613	39
ENSG00000147262	0	0	0
ENSG00000132975	49	36	35
ENSG00000183484	52	176	49
ENSG00000181619	24	15	27
ENSG00000173264	104	8	2
ENSG00000077585	484	742	141
ENSG00000180998	94	122	148
ENSG00000180269	0	0	0
ENSG00000187037	77	412	69
ENSG00000257008	0	0	0
ENSG00000101850	114	151	93
ENSG00000232583	0	0	0
ENSG00000164849	36	35	0
ENSG00000173302	0	0	0
ENSG00000174948	0	0	0
ENSG00000154165	0	0	0
ENSG00000178015	0	0	0
ENSG00000173250	0	0	0
ENSG00000175514	0	0	0
ENSG00000158292	237	1385	236
ENSG00000163328	282	302	207
ENSG00000175697	10	0	0
ENSG00000180758	421	394	178
ENSG00000151025	236	28	89
ENSG00000173890	364	267	109
ENSG00000143147	225	144	284
ENSG00000250510	0	2	3
ENSG00000144230	0	0	0
ENSG00000174946	1	6	0
ENSG00000184194	42	80	150
ENSG00000147138	0	0	0
ENSG00000166073	10	57	0
ENSG00000276469	37	0	0
ENSG00000125245	94	118	31
ENSG00000152749	164	544	79
ENSG00000166856	0	0	53
ENSG00000169508	150	357	56
ENSG00000183150	1	0	0
ENSG00000275181	8	0	0
ENSG00000188394	7	2	4
ENSG00000283812	87	66	10
ENSG00000170128	0	0	0
ENSG00000154478	2	0	1
ENSG00000170837	0	0	0
ENSG00000181773	23	0	7
ENSG00000120436	0	0	0
ENSG00000142511	0	0	0
ENSG00000269565	0	0	0
ENSG00000214943	0	0	0
ENSG00000171659	32	76	37
ENSG00000178623	22	16	22
ENSG00000170775	8	17	0
ENSG00000170075	42	61	27
ENSG00000183840	97	2	3
ENSG00000177464	18	10	16
ENSG00000126251	0	0	0
ENSG00000135973	0	0	0
ENSG00000102195	0	0	0
ENSG00000203737	3	11	21
ENSG00000227576	0	0	0
ENSG00000135898	0	0	0
ENSG00000146360	0	0	0
ENSG00000156097	0	0	1
ENSG00000180929	0	0	0
ENSG00000112218	23	9	3
ENSG00000140030	78	450	25
ENSG00000119714	33	103	0
ENSG00000119737	165	8	94
ENSG00000155269	0	0	0
ENSG00000232374	0	0	0
ENSG00000171657	239	152	283
ENSG00000123901	26	126	30
ENSG00000139572	0	0	0
ENSG00000164604	13	5	14
ENSG00000138271	277	393	128
ENSG00000181656	0	0	0
ENSG00000117262	392	412	137
ENSG00000188092	303	165	19
ENSG00000198932	19	3	31
ENSG00000158301	3	38	55
ENSG00000013588	9108	11584	2935
ENSG00000167191	1163	1381	597
ENSG00000170412	861	302	138
ENSG00000111291	12	22	56
ENSG00000173612	0	0	0
ENSG00000169258	0	0	0
ENSG00000204175	0	0	0
ENSG00000185477	200	91	91
ENSG00000169727	301	105	78
ENSG00000288325	188	151	74
ENSG00000236496	7	27	0
ENSG00000230951	0	0	0
ENSG00000160360	4	0	0
ENSG00000121957	380	102	256
ENSG00000233490	180	252	13
ENSG00000167701	0	0	0
ENSG00000166123	115	175	37
ENSG00000233276	1505	1359	705
ENSG00000197582	0	0	0
ENSG00000215326	1	0	0
ENSG00000176153	3288	4264	377
ENSG00000211445	194	505	174
ENSG00000167468	982	1304	424
ENSG00000257770	0	0	0
ENSG00000281185	2	2	2
ENSG00000116157	54	39	164
ENSG00000164294	182	111	57
ENSG00000089351	155	205	65
ENSG00000023171	18	27	24
ENSG00000178075	66	39	23
ENSG00000075240	37	80	3
ENSG00000227874	0	0	0
ENSG00000235992	0	0	0
ENSG00000278301	111	93	172
ENSG00000274369	0	0	0
ENSG00000259089	0	0	0
ENSG00000281718	0	0	0
ENSG00000266242	4	7	12
ENSG00000270930	0	0	0
ENSG00000154016	0	1	0
ENSG00000100351	0	0	0
ENSG00000189152	0	0	0
ENSG00000106070	293	497	348
ENSG00000115290	83	6	3
ENSG00000177885	1669	2437	899
ENSG00000141738	322	97	7
ENSG00000196208	156	47	38
ENSG00000141449	187	13	168
ENSG00000276886	422	1277	240
ENSG00000180875	5	0	1
ENSG00000134317	553	891	354
ENSG00000083307	1496	1295	896
ENSG00000158055	47	195	55
ENSG00000137106	282	668	174
ENSG00000155511	9	0	14
ENSG00000120251	8	0	0
ENSG00000125675	6	37	18
ENSG00000152578	9	0	1
ENSG00000182771	0	2	3
ENSG00000152208	0	0	0
ENSG00000215045	2	0	0
ENSG00000275572	0	0	0
ENSG00000171189	13	0	1
ENSG00000164418	85	199	34
ENSG00000163873	0	0	0
ENSG00000149403	0	0	0
ENSG00000105737	9	0	1
ENSG00000176884	0	0	0
ENSG00000183454	3	1	0
ENSG00000273079	14	1	1
ENSG00000161509	8	13	1
ENSG00000105464	0	22	4
ENSG00000198785	27	0	0
ENSG00000116032	0	6	3
ENSG00000178719	659	1005	412
ENSG00000155974	22	124	23
ENSG00000144596	43	16	3
ENSG00000068400	267	102	118
ENSG00000281988	0	0	0
ENSG00000173020	424	178	126
ENSG00000100077	121	109	32
ENSG00000125388	96	28	54
ENSG00000198873	178	93	111
ENSG00000198055	126	305	44
ENSG00000215571	1	1	0
ENSG00000114124	5	8	8
ENSG00000152822	6	0	4
ENSG00000164082	17	26	8
ENSG00000198822	3	1	1
ENSG00000124493	61	19	1
ENSG00000168959	2	0	4
ENSG00000113262	34	33	28
ENSG00000196277	24	14	24
ENSG00000179603	0	58	0
ENSG00000030582	641	925	562
ENSG00000134443	0	4	0
ENSG00000109519	53	156	83
ENSG00000164284	446	840	317
ENSG00000233211	0	0	0
ENSG00000225814	6	0	0
ENSG00000230682	0	0	0
ENSG00000126010	0	0	0
ENSG00000132463	787	666	425
ENSG00000139835	128	55	40
ENSG00000105447	218	137	36
ENSG00000215203	0	0	0
ENSG00000204928	0	0	0
ENSG00000186088	176	117	190
ENSG00000133937	0	0	0
ENSG00000063515	0	0	0
ENSG00000167914	53	59	36
ENSG00000073605	156	54	116
ENSG00000285114	386	110	212
ENSG00000278718	202	270	56
ENSG00000131149	583	921	559
ENSG00000111305	217	263	141
ENSG00000169181	0	0	9
ENSG00000214978	0	0	0
ENSG00000105723	350	683	241
ENSG00000082701	2015	2317	861
ENSG00000100744	273	657	32
ENSG00000148180	1263	2428	392
ENSG00000103342	1506	2005	1338
ENSG00000189369	23	67	39
ENSG00000104687	661	756	78
ENSG00000100983	688	1275	432
ENSG00000243955	207	261	26
ENSG00000230845	0	0	0
ENSG00000230375	0	0	0
ENSG00000217228	0	0	0
ENSG00000244067	17	2	0
ENSG00000174156	0	0	0
ENSG00000170899	162	35	31
ENSG00000182793	0	0	0
ENSG00000223622	0	0	0
ENSG00000237674	0	0	0
ENSG00000220377	0	0	0
ENSG00000243236	1	0	0
ENSG00000138780	380	120	212
ENSG00000197448	977	996	325
ENSG00000134184	8	68	9
ENSG00000213366	408	283	172
ENSG00000218803	0	0	0
ENSG00000134202	270	300	155
ENSG00000227693	0	0	0
ENSG00000226878	5	0	0
ENSG00000168765	157	15	78
ENSG00000134201	0	0	0
ENSG00000236062	0	0	0
ENSG00000148834	711	542	354
ENSG00000065621	673	2003	219
ENSG00000232829	0	0	0
ENSG00000084207	3494	3651	1908
ENSG00000257569	0	0	0
ENSG00000277656	229	263	188
ENSG00000277897	28	9	0
ENSG00000278695	0	27	0
ENSG00000100577	227	75	33
ENSG00000169840	0	0	0
ENSG00000180613	0	0	0
ENSG00000121964	438	503	194
ENSG00000165417	996	1342	358
ENSG00000242441	0	118	0
ENSG00000140307	241	244	89
ENSG00000137947	181	216	54
ENSG00000153767	216	153	277
ENSG00000197265	348	270	208
ENSG00000125651	59	140	96
ENSG00000188342	170	66	52
ENSG00000251254	5	0	1
ENSG00000233910	0	0	0
ENSG00000288114	699	765	609
ENSG00000276910	431	286	198
ENSG00000226259	43	8	7
ENSG00000183474	20	1	128
ENSG00000274675	18	167	8
ENSG00000111358	348	559	95
ENSG00000226384	6	18	30
ENSG00000272047	226	348	135
ENSG00000263001	3548	2904	2034
ENSG00000277053	1919	2611	1574
ENSG00000255199	25	20	26
ENSG00000283050	411	88	131
ENSG00000272556	282	125	207
ENSG00000226002	5	63	19
ENSG00000226930	0	0	0
ENSG00000272645	394	777	233
ENSG00000259095	0	0	0
ENSG00000230295	0	0	0
ENSG00000187721	0	0	0
ENSG00000233369	1555	2013	339
ENSG00000224316	72	0	0
ENSG00000266736	0	0	0
ENSG00000227038	118	150	41
ENSG00000276318	0	0	0
ENSG00000251451	7	6	6
ENSG00000006704	214	1189	328
ENSG00000230583	2	24	0
ENSG00000196275	596	439	352
ENSG00000174428	390	238	124
ENSG00000214544	9	37	0
ENSG00000122034	743	728	210
ENSG00000237274	0	0	0
ENSG00000258966	0	0	0
ENSG00000225816	0	0	0
ENSG00000229982	0	0	0
ENSG00000077235	825	1587	312
ENSG00000115207	934	1285	569
ENSG00000119041	690	588	445
ENSG00000125484	280	450	142
ENSG00000148308	144	13	69
ENSG00000155115	19	295	11
ENSG00000100226	261	714	455
ENSG00000105793	369	552	123
ENSG00000172432	946	502	492
ENSG00000130299	67	136	34
ENSG00000107937	434	592	381
ENSG00000178605	155	60	224
ENSG00000163607	65	79	72
ENSG00000075218	263	53	29
ENSG00000170627	14	44	16
ENSG00000124196	0	0	0
ENSG00000048545	0	0	0
ENSG00000112599	0	0	0
